filename,variable,missing_percent,test_result,r_value,verdict
MAY_2022.csv,c26_reason_for_not_looking_for_work,72.41,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,previous_job_indicator,70.99,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,looked_for_work_or_tried_to_establish_business_during_the_past_week,70.99,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,normal_working_hours_per_day,57.33,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,c16_nature_of_employment_(primary_occupation),57.33,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,want_more_hours_of_work,57.33,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,look_for_additional_work,57.33,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,c18_total_number_of_hours_worked_during_the_past_week,57.33,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,total_hours_worked_for_all_jobs,57.33,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,other_job_indicator,57.33,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,c21_class_of_worker_(primary_occupation),57.33,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,c20b___first_time_to_do_any_work,57.33,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,c09a_work_indicator,57.22,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,c13_major_occupation_group,56.77,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,c15_major_industry_group,56.77,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,"location_of_work_(province,_municipality)",56.77,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,c10_job_indicator,50.72,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,"new_employment_criteria_(jul_05,_2005)",28.32,Pattern Found (r=0.85),0.8456,Likely MAR (Impute)
MAY_2022.csv,c08_overseas_filipino_indicator,26.78,Pattern Found (r=0.78),0.7758,Likely MAR (Impute)
MAY_2022.csv,work_indicator,7.95,Pattern Found (r=0.38),0.3769,Likely MAR (Impute)
MAY_2022.csv,c06_marital_status,6.41,Pattern Found (r=0.58),0.5836,Likely MAR (Impute)
MAY_2022.csv,c07_highest_grade_completed,6.41,Pattern Found (r=0.58),0.5836,Likely MAR (Impute)
SEPTEMBER_2022.CSV,first_time_to_look_for_work,98.45,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,available_for_work,96.72,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,c29___last_worked_(year),85.74,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,previous_occupation,85.74,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,c29___last_worked_(month),85.74,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,kind_of_business_(past_quarter),85.74,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,c24_reasons_for_working_more_than_48_hours_during_the_past_week,76.85,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,c26_reason_for_not_looking_for_work,74.15,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,previous_job_indicator,72.59,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,72.59,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,c09a_work_indicator,56.04,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,c16_nature_of_employment_(primary_occupation),55.97,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,normal_working_hours_per_day,55.97,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,want_more_hours_of_work,55.97,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,c18_total_number_of_hours_worked_during_the_past_week,55.97,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,total_hours_worked_for_all_jobs,55.97,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,other_job_indicator,55.97,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,look_for_additional_work,55.97,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,c20b___first_time_to_do_any_work,55.97,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,c21_class_of_worker_(primary_occupation),55.97,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,c13_major_occupation_group,55.46,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,c15_major_industry_group,55.46,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,"location_of_work_(province,_municipality)",55.46,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,c10_job_indicator,52.13,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2022.CSV,"new_employment_criteria_(jul_05,_2005)",28.56,Pattern Found (r=0.85),0.8451,Likely MAR (Impute)
SEPTEMBER_2022.CSV,c08_overseas_filipino_indicator,26.99,Pattern Found (r=0.78),0.7763,Likely MAR (Impute)
SEPTEMBER_2022.CSV,work_indicator,8.18,Pattern Found (r=0.49),0.4883,Likely MAR (Impute)
SEPTEMBER_2022.CSV,c06_marital_status,6.6,Pattern Found (r=0.59),0.5852,Likely MAR (Impute)
SEPTEMBER_2022.CSV,c07_highest_grade_completed,6.6,Pattern Found (r=0.59),0.5852,Likely MAR (Impute)
APRIL_2022.csv,c35_when_last_looked_for_work,99.11,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c32_job_search_method,98.91,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c33_number_of_weeks_spent_in_looking_for_work,98.91,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,first_time_to_look_for_work,98.91,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c27_number_of_jobs_during_the_past_week,96.84,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c37_willingness_to_take_up_work_during_the_past_week_or_withing_two_weeks,95.95,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,available_for_work,95.95,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c39___last_worked_(month),86.37,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c39___last_worked_(year),86.37,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,kind_of_business_(past_quarter),86.37,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c41__previous_occupation,86.37,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c25_basic_pay_per_day_(primary_occupation),79.69,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c29_reasons_for_working_more_than_48_hours_during_the_past_week,76.85,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c24_basis_of_payment_(primary_occupation),75.44,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c34_reason_for_not_looking_for_work,71.68,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,previous_job_indicator,70.6,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,looked_for_work_or_tried_to_establish_business_during_the_past_week,70.6,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c08_currently_attending_school,60.18,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c19_total_number_of_hours_worked_during_the_past_week,57.93,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c23_class_of_worker_(primary_occupation),57.93,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,normal_working_hours_per_day,57.93,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c17_nature_of_employment_(primary_occupation),57.93,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c22_first_time_to_work,57.93,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,want_more_hours_of_work,57.93,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,total_hours_worked_for_all_jobs,57.93,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,other_job_indicator,57.93,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,look_for_additional_work,57.93,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c11a___working_arrangement,57.78,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c16_kind_of_business_(primary_occupation),57.39,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,"location_of_work_(province,_municipality)",57.39,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c14_primary_occupation,57.39,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,c12_job_indicator,50.28,Insufficient Data,,Potential MNAR (Drop)
APRIL_2022.csv,"new_employment_criteria_(jul_05,_2005)",28.53,Pattern Found (r=0.95),0.9523,Likely MAR (Impute)
APRIL_2022.csv,c09_graduate_of_technical/vocational_course,27.15,Pattern Found (r=0.99),0.9858,Likely MAR (Impute)
APRIL_2022.csv,c10_overseas_filipino_indicator,27.15,Pattern Found (r=0.99),0.9858,Likely MAR (Impute)
APRIL_2022.csv,c09a___currently_attending_non_formal_training_for_skills_development,27.15,Pattern Found (r=0.96),0.9595,Likely MAR (Impute)
APRIL_2022.csv,work_indicator,8.06,Pattern Found (r=0.51),0.5077,Likely MAR (Impute)
APRIL_2022.csv,c06_marital_status,6.68,Pattern Found (r=0.60),0.5962,Likely MAR (Impute)
APRIL_2022.csv,c07_highest_grade_completed,6.68,Pattern Found (r=0.60),0.5962,Likely MAR (Impute)
APRIL_2022.csv,c101_line_number,0.0,No Pattern Found,0.0078,Potential MCAR (Impute)
OCTOBER_2022.CSV,c35_when_last_looked_for_work,99.24,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c33_number_of_weeks_spent_in_looking_for_work,98.97,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,first_time_to_look_for_work,98.97,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c32_job_search_method,98.97,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,available_for_work,96.71,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c37_willingness_to_take_up_work_during_the_past_week_or_withing_two_weeks,96.71,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c27_number_of_jobs_during_the_past_week,95.88,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c39___last_worked_(year),86.63,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,kind_of_business_(past_quarter),86.63,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c41__previous_occupation,86.63,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c39___last_worked_(month),86.63,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c25_basic_pay_per_day_(primary_occupation),79.14,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c29_reasons_for_working_more_than_48_hours_during_the_past_week,76.6,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c24_basis_of_payment_(primary_occupation),74.78,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c34_reason_for_not_looking_for_work,73.01,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,71.98,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,previous_job_indicator,71.98,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c08_currently_attending_school,60.53,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,look_for_additional_work,56.3,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,normal_working_hours_per_day,56.3,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c22_first_time_to_work,56.3,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c17_nature_of_employment_(primary_occupation),56.3,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,want_more_hours_of_work,56.3,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c11a___working_arrangement,56.18,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,other_job_indicator,55.8,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c16_kind_of_business_(primary_occupation),55.8,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c23_class_of_worker_(primary_occupation),55.8,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,total_hours_worked_for_all_jobs,55.8,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c14_primary_occupation,55.8,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c19_total_number_of_hours_worked_during_the_past_week,55.8,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,"location_of_work_(province,_municipality)",55.8,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,c12_job_indicator,51.87,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2022.CSV,"new_employment_criteria_(jul_05,_2005)",28.28,Pattern Found (r=0.95),0.9502,Likely MAR (Impute)
OCTOBER_2022.CSV,c09_graduate_of_technical/vocational_course,26.76,Pattern Found (r=0.99),0.9871,Likely MAR (Impute)
OCTOBER_2022.CSV,c09a___currently_attending_non_formal_training_for_skills_development,26.76,Pattern Found (r=0.96),0.9555,Likely MAR (Impute)
OCTOBER_2022.CSV,c10_overseas_filipino_indicator,26.76,Pattern Found (r=0.99),0.9871,Likely MAR (Impute)
OCTOBER_2022.CSV,work_indicator,8.04,Pattern Found (r=0.63),0.6332,Likely MAR (Impute)
OCTOBER_2022.CSV,c06_marital_status,6.52,Pattern Found (r=0.58),0.5844,Likely MAR (Impute)
OCTOBER_2022.CSV,c07_highest_grade_completed,6.52,Pattern Found (r=0.71),0.7128,Likely MAR (Impute)
JANUARY_2022.csv,c35_when_last_looked_for_work,99.01,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c33_number_of_weeks_spent_in_looking_for_work,98.86,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,first_time_to_look_for_work,98.86,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c32_job_search_method,98.86,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c27_number_of_jobs_during_the_past_week,96.58,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c37_willingness_to_take_up_work_during_the_past_week_or_withing_two_weeks,94.38,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,available_for_work,94.38,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c39___last_worked_(year),86.99,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,kind_of_business_(past_quarter),86.99,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c41__previous_occupation,86.99,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c39___last_worked_(month),86.99,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c25_basic_pay_per_day_(primary_occupation),79.86,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c29_reasons_for_working_more_than_48_hours_during_the_past_week,79.56,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c24_basis_of_payment_(primary_occupation),75.53,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c34_reason_for_not_looking_for_work,69.71,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,looked_for_work_or_tried_to_establish_business_during_the_past_week,68.57,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,previous_job_indicator,68.57,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c19_total_number_of_hours_worked_during_the_past_week,60.23,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c23_class_of_worker_(primary_occupation),60.23,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,normal_working_hours_per_day,60.23,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c17_nature_of_employment_(primary_occupation),60.23,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c22_first_time_to_work,60.23,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,want_more_hours_of_work,60.23,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,total_hours_worked_for_all_jobs,60.23,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,other_job_indicator,60.23,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,look_for_additional_work,60.23,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c11a___working_arrangement,60.06,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c16_kind_of_business_(primary_occupation),59.89,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,"location_of_work_(province,_municipality)",59.89,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c14_primary_occupation,59.89,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c08_currently_attending_school,56.4,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2022.csv,c12_job_indicator,47.83,Pattern Found (r=0.91),0.915,Likely MAR (Impute)
JANUARY_2022.csv,"new_employment_criteria_(jul_05,_2005)",28.81,Pattern Found (r=0.96),0.9563,Likely MAR (Impute)
JANUARY_2022.csv,c09_graduate_of_technical/vocational_course,27.7,Pattern Found (r=0.98),0.9831,Likely MAR (Impute)
JANUARY_2022.csv,c09a___currently_attending_non_formal_training_for_skills_development,27.7,Pattern Found (r=0.96),0.9562,Likely MAR (Impute)
JANUARY_2022.csv,c10_overseas_filipino_indicator,27.7,Pattern Found (r=0.98),0.9831,Likely MAR (Impute)
JANUARY_2022.csv,work_indicator,7.89,Pattern Found (r=0.50),0.4976,Likely MAR (Impute)
JANUARY_2022.csv,c06_marital_status,6.78,Pattern Found (r=0.61),0.6116,Likely MAR (Impute)
JANUARY_2022.csv,c07_highest_grade_completed,6.78,Pattern Found (r=0.61),0.6116,Likely MAR (Impute)
DECEMBER_2023.CSV,first_time_to_look_for_work,99.07,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,available_for_work,97.66,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,c29___last_worked_(year),87.93,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,previous_occupation,87.93,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,c29___last_worked_(month),87.93,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,kind_of_business_(past_quarter),87.93,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,c24_reasons_for_working_more_than_48_hours_during_the_past_week,77.14,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,c26_reason_for_not_looking_for_work,75.48,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,previous_job_indicator,74.54,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,74.54,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,c10_job_indicator,54.48,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,c16_nature_of_employment_(primary_occupation),54.26,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,normal_working_hours_per_day,54.26,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,want_more_hours_of_work,54.26,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,c18_total_number_of_hours_worked_during_the_past_week,54.26,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,total_hours_worked_for_all_jobs,54.26,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,other_job_indicator,54.26,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,look_for_additional_work,54.26,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,c20b___first_time_to_do_any_work,54.26,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,c21_class_of_worker_(primary_occupation),54.26,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,c09a_work_arrangement,54.24,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,c13_major_occupation_group,53.81,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,"location_of_work_(province,_municipality)",53.81,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,c15_major_industry_group,53.81,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2023.CSV,"new_employment_criteria_(jul_05,_2005)",28.8,Pattern Found (r=0.83),0.832,Likely MAR (Impute)
DECEMBER_2023.CSV,c08_overseas_filipino_indicator,27.1,Pattern Found (r=0.78),0.7821,Likely MAR (Impute)
DECEMBER_2023.CSV,work_indicator,8.72,Pattern Found (r=0.49),0.4926,Likely MAR (Impute)
DECEMBER_2023.CSV,c06_marital_status,7.02,Pattern Found (r=0.59),0.5893,Likely MAR (Impute)
DECEMBER_2023.CSV,c07_highest_grade_completed,7.02,Pattern Found (r=0.59),0.5893,Likely MAR (Impute)
FEBRUARY_2023.CSV,first_time_to_look_for_work,98.68,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,available_for_work,96.89,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,c29___last_worked_(year),86.52,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,previous_occupation,86.52,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,c29___last_worked_(month),86.52,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,kind_of_business_(past_quarter),86.52,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,c26_reason_for_not_looking_for_work,75.37,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,c24_reasons_for_working_more_than_48_hours_during_the_past_week,75.18,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,previous_job_indicator,74.05,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,74.05,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,c09a_work_indicator,54.34,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,c16_nature_of_employment_(primary_occupation),54.31,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,normal_working_hours_per_day,54.31,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,want_more_hours_of_work,54.31,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,c18_total_number_of_hours_worked_during_the_past_week,54.31,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,total_hours_worked_for_all_jobs,54.31,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,other_job_indicator,54.31,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,look_for_additional_work,54.31,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,c20b___first_time_to_do_any_work,54.31,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,c21_class_of_worker_(primary_occupation),54.31,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,c10_job_indicator,54.07,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,c13_major_occupation_group,53.72,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,"location_of_work_(province,_municipality)",53.72,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,c15_major_industry_group,53.72,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2023.CSV,"new_employment_criteria_(jul_05,_2005)",28.36,Pattern Found (r=0.83),0.8323,Likely MAR (Impute)
FEBRUARY_2023.CSV,c08_overseas_filipino_indicator,26.7,Pattern Found (r=0.77),0.7745,Likely MAR (Impute)
FEBRUARY_2023.CSV,work_indicator,8.41,Pattern Found (r=0.51),0.5128,Likely MAR (Impute)
FEBRUARY_2023.CSV,c06_marital_status,6.74,Pattern Found (r=0.58),0.5829,Likely MAR (Impute)
FEBRUARY_2023.CSV,c07_highest_grade_completed,6.74,Pattern Found (r=0.60),0.5983,Likely MAR (Impute)
AUGUST_2023.CSV,first_time_to_look_for_work,98.95,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,available_for_work,97.1,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,c29___last_worked_(year),87.04,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,previous_occupation,87.04,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,c29___last_worked_(month),87.04,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,kind_of_business_(past_quarter),87.04,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,c24_reasons_for_working_more_than_48_hours_during_the_past_week,78.78,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,c26_reason_for_not_looking_for_work,74.22,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,previous_job_indicator,73.18,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,73.18,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,normal_working_hours_per_day,55.96,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,c16_nature_of_employment_(primary_occupation),55.96,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,want_more_hours_of_work,55.96,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,look_for_additional_work,55.96,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,c18_total_number_of_hours_worked_during_the_past_week,55.96,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,total_hours_worked_for_all_jobs,55.96,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,other_job_indicator,55.96,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,c21_class_of_worker_(primary_occupation),55.96,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,c20b___first_time_to_do_any_work,55.96,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,c09a_work_arrangement,55.72,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,c13_major_occupation_group,55.44,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,c15_major_industry_group,55.44,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,"location_of_work_(province,_municipality)",55.44,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,c10_job_indicator,53.09,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2023.CSV,"new_employment_criteria_(jul_05,_2005)",29.14,Pattern Found (r=0.84),0.8376,Likely MAR (Impute)
AUGUST_2023.CSV,c08_overseas_filipino_indicator,27.49,Pattern Found (r=0.78),0.7824,Likely MAR (Impute)
AUGUST_2023.CSV,work_indicator,8.81,Pattern Found (r=0.48),0.4753,Likely MAR (Impute)
